WarNum,WarName,WarType,Ccode,Player,Side,Intnl,,StartMonth,StartDay,StartYear,EndMonth,EndDay,EndYear,Intiator,WhereFought,Outcome,Death
353,Spanish-Santo Dominican,2,-8,Santo Domingo,2,,,4,-9,1863,5,3,1865,0,1,1,4000
355,British-Maori,2,200,United Kingdom,1,,,6,4,1863,1,14,1866,1,9,1,700
355,British-Maori,2,-8,New Zealand Maori,2,,,6,4,1863,1,14,1866,0,9,2,2000
356,Shimonoseki War,3,2,United States,1,,,6,25,1863,9,7,1864,0,7,1,5
356,Shimonoseki War,3,220,France,1,,,6,25,1863,9,7,1864,0,7,1,6
356,Shimonoseki War,3,-8,Choshu Daimyo,2,,,6,25,1863,9,7,1864,1,7,2,1000
357,British Umbeyla Campaign,3,200,United Kingdom,1,,,10,20,1863,12,21,1863,1,7,1,900
357,British Umbeyla Campaign,3,-8,Pathan tribe,2,,,10,20,1863,12,21,1863,0,7,2,1500
580,Second Polish,5,365,Russia,1,0,,1,22,1863,4,19,1864,,2,1,10000
580,Second Polish,5,-8,Poles,2,0,,1,22,1863,4,19,1864,,2,2,6500
581,Second Argentina,4,160,Argentina,1,0,,4,2,1863,11,12,1863,,1,1,-9
581,Second Argentina,4,-8,Montoneros,2,0,,4,2,1863,11,12,1863,,1,2,-9
46,Second Schleswig-Holstein,1,255,Germany,1,,,2,1,1864,7,20,1864,1,2,1,1048
46,Second Schleswig-Holstein,1,390,Denmark,2,,,2,1,1864,7,20,1864,0,2,2,2933
46,Second Schleswig-Holstein,1,300,Austria,1,,,2,1,1864,7,20,1864,0,2,1,500
49,Lopez,1,150,Paraguay,2,,,11,12,1864,3,1,1870,1,1,2,200000
49,Lopez,1,140,Brazil,1,,,11,12,1864,3,1,1870,0,1,1,100000
356,Shimonoseki War,3,200,United Kingdom,1,,,7,5,1864,9,7,1864,0,7,1,13
356,Shimonoseki War,3,210,Netherlands,1,,,7,5,1864,9,7,1864,0,7,1,2
359,Russian-Kokand,3,365,Russia,1,,,4,24,1864,6,17,1865,1,7,1,120
359,Russian-Kokand,3,-8,Kokand,2,,,4,24,1864,6,17,1865,0,7,2,1500
582,Xinjiang Muslim Revolt,5,710,China,1,1,,7,-9,1864,7,3,1871,,7,2,-9
582,Xinjiang Muslim Revolt,5,-8,Muslims,2,1,,7,-9,1864,7,3,1871,,7,1,-9
49,Lopez,1,160,Argentina,1,,,3,5,1865,3,1,1870,0,1,1,10000
52,Naval War,1,155,Chile,1,,,9,25,1865,5,9,1866,0,1,1,100
52,Naval War,1,230,Spain,2,,,9,25,1865,5,9,1866,1,1,2,300
360,British-Bhutanese,3,200,United Kingdom,1,,,1,-9,1865,11,11,1865,1,7,1,100
360,British-Bhutanese,3,-8,Bhutan,2,,,1,-9,1865,11,11,1865,0,7,2,900
52,Naval War,1,135,Peru,1,,,1,14,1866,5,9,1866,0,1,1,600
55,Seven Weeks,1,325,Italy,1,,,6,20,1866,7,26,1866,0,2,1,4000
55,Seven Weeks,1,275,Hesse Grand Ducal,2,,,6,15,1866,7,26,1866,0,2,2,100
55,Seven Weeks,1,271,Wuerttemburg,2,,,6,15,1866,7,26,1866,0,2,2,100
55,Seven Weeks,1,245,Bavaria,2,,,6,15,1866,7,26,1866,0,2,2,500
55,Seven Weeks,1,300,Austria,2,,,6,15,1866,7,26,1866,0,2,2,28000
55,Seven Weeks,1,255,Germany,1,,,6,15,1866,7,26,1866,1,2,1,10000
55,Seven Weeks,1,280,Mecklenburg Schwerin,1,,,6,15,1866,7,26,1866,0,2,1,100
55,Seven Weeks,1,273,Hesse Electoral,2,,,6,15,1866,7,26,1866,0,2,2,100
55,Seven Weeks,1,269,Saxony,2,,,6,15,1866,7,26,1866,0,2,2,600
55,Seven Weeks,1,267,Baden,2,,,6,15,1866,7,26,1866,0,2,2,100
55,Seven Weeks,1,240,Hanover,2,,,6,15,1866,6,29,1866,0,2,2,500
361,Russian-Bukharan,3,365,Russia,1,,,1,12,1866,10,18,1866,1,7,1,100
361,Russian-Bukharan,3,-8,Bukhara,2,,,1,12,1866,10,18,1866,0,7,2,1000
583,First  Cretan,5,640,Ottoman Empire,1,0,,5,29,1866,2,22,1867,,2,1,-9
583,First  Cretan,5,-8,Cretans,2,0,,5,29,1866,2,22,1867,,2,2,-9
585,Yellow Cliff Revolt,5,710,China,1,0,,10,-9,1866,10,-9,1866,,7,1,-9
585,Yellow Cliff Revolt,5,-8,Zhang Jizhong's followers,2,0,,10,-9,1866,10,-9,1866,,7,2,-9
586,Third Argentina,4,160,Argentina,1,0,,12,15,1866,10,15,1867,,1,1,-9
586,Third Argentina,4,-8,Montoneros,2,0,,12,15,1866,10,15,1867,,1,2,-9
362,British-Ethiopian,3,200,United Kingdom,1,,,12,-9,1867,4,13,1868,1,4,1,400
362,British-Ethiopian,3,-8,Ethiopians,2,,,12,-9,1867,4,13,1868,0,4,2,800
587,Queretaro,4,70,Mexico,1,0,,2,6,1867,5,14,1867,,1,2,1500
587,Queretaro,4,-8,Liberals,2,0,,2,6,1867,5,14,1867,,1,1,1000
363,First Spanish-Cuban,2,230,Spain,1,,,10,10,1868,2,11,1878,0,1,1,100000
363,First Spanish-Cuban,2,-8,Cuba,2,,,10,10,1868,2,11,1878,1,1,2,50000
588,Meiji Restoration,4,740,Japan,1,0,,1,3,1868,7,4,1868,,7,1,-9
588,Meiji Restoration,4,-8,Tokugawa,2,0,,1,3,1868,7,4,1868,,7,2,-9
590,Third Venezuelan,4,101,Venezuela,1,0,,1,11,1868,1,7,1871,,1,2,-9
590,Third Venezuelan,4,-8,Conservatives,2,0,,1,11,1868,1,7,1871,,1,1,-9
591,Spanish Liberals,4,230,Spain,1,0,,9,18,1868,9,29,1868,,2,2,-9
591,Spanish Liberals,4,-8,Liberals,2,0,,9,18,1868,9,29,1868,,2,1,-9
364,Attack on Bahr el-Ghazal,3,651,Egypt,1,,,-9,-9,1869,-9,-9,1870,1,6,2,-9
364,Attack on Bahr el-Ghazal,3,-8,Bahr el-Ghazal,2,,,-9,-9,1869,-9,-9,1870,0,6,1,1500
592,Guerre des Cacos,4,41,Haiti,1,0,,2,-9,1869,12,18,1869,,1,2,-9
592,Guerre des Cacos,4,-8,Black peasants,2,0,,2,-9,1869,12,18,1869,,1,1,-9
58,Franco-Prussian,1,271,Wuerttemburg,1,,,7,19,1870,11,25,1870,0,2,1,976
58,Franco-Prussian,1,267,Baden,1,,,7,19,1870,11,22,1870,0,2,1,956
58,Franco-Prussian,1,255,Germany,1,,,7,19,1870,2,26,1871,0,2,1,44781
58,Franco-Prussian,1,245,Bavaria,1,,,7,19,1870,11,15,1870,0,2,1,5600
58,Franco-Prussian,1,220,France,2,,,7,19,1870,2,26,1871,1,2,2,152000
365,Ottoman Conquest of Arabia,3,640,Ottoman Empire,1,,,11,30,1870,12,30,1872,0,6,1,4000
365,Ottoman Conquest of Arabia,3,-8,"Yemen, Asir, Hasa",2,,,11,30,1870,12,30,1872,1,6,2,1500
593,Fourth Argentina,5,160,Argentina,1,0,,5,20,1870,3,13,1871,,1,1,-9
593,Fourth Argentina,5,-8,Entre Rios Province,2,0,,5,20,1870,3,13,1871,,1,2,-9
595,Bolivia-Criollos,4,145,Bolivia,1,0,,11,24,1870,1,15,1871,,1,2,-9
595,Bolivia-Criollos,4,-8,Crillos,2,0,,11,24,1870,1,15,1871,,1,1,-9
366,Second Franco-Algerian,2,220,France,1,,,3,-9,1871,1,-9,1872,0,6,1,2686
366,Second Franco-Algerian,2,-8,Algeria,2,,,3,-9,1871,1,-9,1872,1,6,2,10000
582,Xinjiang Muslim Revolt,5,365,Russia,1,1,,6,24,1871,7,3,1871,,7,2,-9
596,Paris Commune,4,220,France,1,0,,4,2,1871,5,29,1871,,2,1,879
596,Paris Commune,4,-8,Communards,2,0,,4,2,1871,5,29,1871,,2,2,25000
597,Third Carlist,4,230,Spain,1,0,,4,20,1872,2,20,1876,,2,1,7000
597,Third Carlist,4,-8,Carlists,2,0,,4,20,1872,2,20,1876,,2,2,43000
367,Second British-Ashanti,3,200,United Kingdom,1,,,1,-9,1873,2,4,1874,0,4,1,100
367,Second British-Ashanti,3,-8,Ashanti,2,,,1,-9,1873,2,4,1874,1,4,2,1400
369,Second Franco-Vietnamese,3,220,France,1,,,11,20,1873,-9,-9,1874,1,7,3,400
369,Second Franco-Vietnamese,3,-8,Vietnam,2,,,11,20,1873,-9,-9,1874,0,7,3,600
370,First Dutch-Achinese,3,210,Netherlands,1,,,3,26,1873,10,13,1878,0,7,1,12000
370,First Dutch-Achinese,3,-8,Aceh,2,,,3,26,1873,10,13,1878,1,7,2,11000
598,Catonalist Uprising,5,230,Spain,1,0,,-9,-9,1874,1,-9,1875,,2,1,-9
598,Catonalist Uprising,5,-8,Rebel cities (cantons),2,0,,-9,-9,1874,1,-9,1875,,2,2,-9
600,Fifth Argentina,4,160,Argentina,1,0,,9,-9,1874,11,6,1874,,1,1,-9
600,Fifth Argentina,4,-8,Mitre led Rebels,2,0,,9,-9,1874,11,6,1874,,1,2,-9
371,Kokand Rebellion,3,365,Russia,1,,,8,9,1875,2,28,1876,0,7,1,100
371,Kokand Rebellion,3,-8,Kokand,2,,,8,9,1875,2,28,1876,1,7,2,4800
372,Egyptian-Ethiopian,3,651,Egypt,1,,,9,-9,1875,3,9,1876,1,4,2,4250
372,Egyptian-Ethiopian,3,-8,Ethiopia,2,,,9,-9,1875,3,9,1876,0,4,1,4550
601,Bosnia & Bulgaria Revolt,5,640,Ottoman Empire,1,0,,6,30,1875,6,29,1876,,2,4,6000
601,Bosnia & Bulgaria Revolt,5,-8,Bosnia & Bulgaria,2,0,,6,30,1875,6,29,1876,,2,4,3000
60,First Central American,1,90,Guatemala,1,,,3,27,1876,4,25,1876,1,1,1,2000
60,First Central American,1,92,El Salvador,2,,,3,27,1876,4,25,1876,0,1,2,2000
373,Serbian-Turkish,3,640,Ottoman Empire,1,,,6,30,1876,4,23,1877,0,2,4,-9
373,Serbian-Turkish,3,-8,"Serbia, Montenegro",2,,,6,30,1876,4,23,1877,1,2,4,5000
602,Diaz Revolt,4,70,Mexico,1,0,,3,-9,1876,11,23,1876,,1,2,1900
602,Diaz Revolt,4,-8,Rebels,2,0,,3,-9,1876,11,23,1876,,1,1,-9
603,Defeat of Xinjiang Muslims,5,710,China,1,0,,4,-9,1876,12,1,1877,,7,1,-9
603,Defeat of Xinjiang Muslims,5,-8,Muslims,2,0,,4,-9,1876,12,1,1877,,7,2,-9
605,Third Colombian,4,100,Colombia,1,0,,7,26,1876,7,1,1877,,1,1,2100
605,Third Colombian,4,-8,Conservatives,2,0,,7,26,1876,7,1,1877,,1,2,1770
61,Second Russo-Turkish,1,640,Turkey,2,,,4,24,1877,1,31,1878,0,11,2,165000
61,Second Russo-Turkish,1,365,Russia,1,,,4,24,1877,1,31,1878,1,11,1,120000
374,Third British-Xhosa,2,200,United Kingdom,1,,,8,-9,1877,6,-9,1878,0,4,1,200
374,Third British-Xhosa,2,-8,S. Africa Xhosa,2,,,8,-9,1877,6,-9,1878,1,4,2,3700
607,Satsuma Rebellion,5,740,Japan,1,0,,1,29,1877,9,24,1877,,7,1,7000
607,Satsuma Rebellion,5,-8,Satsumas,2,0,,1,29,1877,9,24,1877,,7,2,10000
375,Egypt-Sudanese Slavers,3,651,Egypt,1,,,2,-9,1878,7,-9,1879,1,6,1,-9
375,Egypt-Sudanese Slavers,3,-8,Sudanese Slavers,2,,,2,-9,1878,7,-9,1879,0,6,2,4000
376,Russo-Turkoman,3,365,Russia,1,,,5,-9,1878,1,24,1881,1,7,1,2000
376,Russo-Turkoman,3,-8,Turkomans,2,,,5,-9,1878,1,24,1881,0,7,2,8000
377,Austrian-Bosnian,3,300,Austria-Hungary,1,,,7,29,1878,10,1,1878,1,2,1,3500
377,Austrian-Bosnian,3,-8,Bosnia,2,,,7,29,1878,10,1,1878,0,2,2,2500
379,Second British-Afghan,3,200,United Kingdom,1,,,11,21,1878,9,2,1880,1,7,1,10000
379,Second British-Afghan,3,-8,Afghanistan,2,,,11,21,1878,9,2,1880,0,7,2,11000
64,War of the Pacific,1,155,Chile,1,,,2,14,1879,12,11,1883,1,1,1,3276
64,War of the Pacific,1,135,Peru,2,,,4,5,1879,10,23,1883,0,1,2,9672
64,War of the Pacific,1,145,Bolivia,2,,,2,14,1879,12,11,1883,0,1,2,920
380,Second British-Zulu,3,200,United Kingdom,1,,,1,11,1879,7,4,1879,1,4,1,2500
380,Second British-Zulu,3,-8,Zulu,2,,,1,11,1879,7,4,1879,0,4,2,8000
608,Argentine Indians,5,160,Argentina,1,0,,4,6,1879,7,8,1880,,1,1,200
608,Argentine Indians,5,-8,Indians,2,0,,4,6,1879,7,8,1880,,1,2,1500
381,Gun War,2,200,United Kingdom,1,,,9,-9,1880,4,-9,1881,1,4,1,-9
381,Gun War,2,-8,Basuto,2,,,9,-9,1880,4,-9,1881,0,4,2,1400
382,First Boer War,2,200,United Kingdom,1,,,12,16,1880,4,5,1881,0,4,2,900
382,First Boer War,2,-8,Transvaal,2,,,12,16,1880,4,5,1881,1,4,1,100
610,Fourth Buenos Aires,5,160,Argentina,1,0,,6,21,1880,7,21,1880,,1,1,400
610,Fourth Buenos Aires,5,-8,Buenos Aires,2,0,,6,21,1880,7,21,1880,,1,2,800
383,Franco-Tunisian,3,220,France,1,,,6,-9,1881,4,4,1882,0,6,1,3500
383,Franco-Tunisian,3,-8,Tunisia,2,,,6,-9,1881,4,4,1882,1,6,2,-9
384,First British-Mahdi,2,651,Egypt,1,,,8,-9,1881,9,15,1882,0,6,2,5000
384,First British-Mahdi,2,200,United Kingdom,1,,,8,-9,1881,3,22,1885,0,6,2,25000
384,First British-Mahdi,2,-8,Mahdist Empire,2,,,8,-9,1881,3,22,1885,1,6,1,17000
65,Conquest of Egypt,1,651,Egypt,2,,,7,11,1882,9,15,1882,0,6,2,10000
65,Conquest of Egypt,1,200,United Kingdom,1,,,7,11,1882,9,15,1882,1,6,1,79
385,Third Franco-Vietnamese,3,220,France,1,,,4,25,1882,6,14,1884,1,7,4,4500
385,Third Franco-Vietnamese,3,-8,"Vietnam, Black Flag",2,,,4,25,1882,6,14,1884,0,7,4,2000
385,Third Franco-Vietnamese,3,710,China,2,,,12,14,1883,6,14,1884,0,7,4,1000
386,First Franco-Madagascan,3,220,France,1,,,5,7,1883,12,12,1885,1,4,1,300
386,First Franco-Madagascan,3,-8,Madagasar,2,,,5,7,1883,12,12,1885,0,4,2,700
611,Haitian Civil War,4,41,Haiti,1,0,,3,27,1883,1,8,1884,,1,1,8000
611,Haitian Civil War,4,-8,Liberals,2,0,,3,27,1883,1,8,1884,,1,2,100
67,Sino-French,1,220,France,1,,,6,15,1884,6,9,1885,1,7,1,2100
67,Sino-French,1,710,China,2,,,6,15,1884,6,9,1885,0,7,2,10000
612,Fourth Colombian,4,100,Colombia,1,0,,11,15,1884,8,26,1885,,1,1,300
612,Fourth Colombian,4,-8,Liberals,2,0,,11,15,1884,8,26,1885,,1,2,700
70,Second Central American,1,92,El Salvador,1,,,3,28,1885,4,15,1885,0,1,1,200
70,Second Central American,1,90,Guatemala,2,,,3,28,1885,4,15,1885,1,1,2,800
387,Third British-Burmese,3,200,United Kingdom,1,,,11,10,1885,-9,-9,1889,1,7,1,3000
387,Third British-Burmese,3,-8,Burma,2,,,11,10,1885,-9,-9,1889,0,7,2,3000
389,French-Mandinka,3,220,France,1,,,-9,-9,1885,-9,-9,1886,1,4,1,1000
389,French-Mandinka,3,-8,Mandinka,2,,,-9,-9,1885,-9,-9,1886,0,4,2,-9
390,Russo-Afghan,3,365,Russia,1,,,3,30,1885,4,-9,1885,1,7,3,1000
390,Russo-Afghan,3,-8,Afghanistan,2,,,3,30,1885,4,-9,1885,0,7,3,-9
391,Serbian-Bulgarian,3,345,Serbia,1,,,11,2,1885,12,7,1885,1,2,2,2000
391,Serbian-Bulgarian,3,-8,Bulgaria,2,,,11,2,1885,12,7,1885,0,2,1,3000
613,Peru's National Problem,5,135,Peru,1,0,,3,2,1885,5,25,1885,,1,1,200
613,Peru's National Problem,5,-8,Indians,2,0,,3,2,1885,5,25,1885,,1,2,2000
392,First Italian-Ethiopian,3,325,Italy,1,,,1,24,1887,3,-9,1887,1,4,3,1000
392,First Italian-Ethiopian,3,-8,Ethiopia,2,,,1,24,1887,3,-9,1887,0,4,3,400
393,Zambezi Conquest,3,235,Portugal,1,,,-9,-9,1888,-9,-9,1888,1,4,1,-9
393,Zambezi Conquest,3,-8,Prazero da Cruz,2,,,-9,-9,1888,-9,-9,1888,0,4,2,6000
394,First Franco-Dahomeyan,3,220,France,1,,,3,1,1890,4,20,1890,1,4,1,200
394,First Franco-Dahomeyan,3,-8,Dahomey,2,,,3,1,1890,4,20,1890,0,4,2,800
395,Franco-Jolof,3,220,France,1,,,4,-9,1890,2,24,1891,1,4,1,100
395,Franco-Jolof,3,-8,Jolof/Tukulor,2,,,4,-9,1890,2,24,1891,0,4,2,3000
616,First Yemen Rebellion,5,640,Ottoman Empire,1,0,,4,-9,1890,9,-9,1892,,6,1,-9
616,First Yemen Rebellion,5,-8,Zaidi Imam,2,0,,4,-9,1890,9,-9,1892,,6,2,-9
617,Second Chilean,4,155,Chile,1,0,,1,7,1891,8,29,1891,,1,2,1000
617,Second Chilean,4,-8,Congressists,2,0,,1,7,1891,8,29,1891,,1,1,700
618,Zaili-Jinden Revolt,5,710,China,1,0,,11,11,1891,12,27,1891,,7,1,500
618,Zaili-Jinden Revolt,5,-8,Zaili & Jindan Sects,2,0,,11,11,1891,12,27,1891,,7,2,10000
396,Second Franco-Dahomeyan,3,220,France,1,,,9,19,1892,11,9,1893,1,4,1,80
396,Second Franco-Dahomeyan,3,-8,Dahomey,2,,,9,19,1892,11,9,1893,0,4,2,1800
397,Belgian-Tib,3,211,Belgium,1,,,10,-9,1892,2,-9,1894,1,4,1,7000
397,Belgian-Tib,3,-8,Tippu Tib Empire,2,,,10,-9,1892,2,-9,1894,0,4,2,13000
398,Third British-Ashanti,3,200,United Kingdom,1,,,9,28,1893,-9,-9,1894,0,4,1,200
398,Third British-Ashanti,3,-8,Ashanti,2,,,9,28,1893,-9,-9,1894,1,4,2,800
399,Melilla War,3,230,Spain,1,,,9,29,1893,3,5,1894,0,6,1,1000
399,Melilla War,3,-8,Rif tribes,2,,,9,29,1893,3,5,1894,1,6,2,1500
400,Mahdist-Italian,3,325,Italy,1,,,12,21,1893,7,12,1894,0,4,1,270
400,Mahdist-Italian,3,-8,Mahdist Empire,2,,,12,21,1893,7,12,1894,1,4,2,5000
620,Brazil Federalists,5,140,Brazil,1,0,,2,2,1893,8,31,1894,,1,1,1500
620,Brazil Federalists,5,-8,Rio Grande do Sul,2,0,,2,2,1893,8,31,1894,,1,2,-9
621,Brazil Naval,4,140,Brazil,1,0,,9,6,1893,4,16,1894,,1,1,1000
621,Brazil Naval,4,-8,Naval Royalists,2,0,,9,6,1893,4,16,1894,,1,2,-9
73,First Sino-Japanese,1,710,China,2,,,7,25,1894,3,30,1895,0,7,2,10000
73,First Sino-Japanese,1,740,Japan,1,,,7,25,1894,3,30,1895,1,7,1,5000
401,Second Franco-Madagascan,3,220,France,1,,,6,16,1894,10,1,1895,0,4,1,6000
401,Second Franco-Madagascan,3,-8,Madagasar,2,,,6,16,1894,10,1,1895,1,4,2,2000
402,Second Dutch-Bali,3,210,Netherlands,1,,,7,-9,1894,11,22,1894,1,7,1,1000
402,Second Dutch-Bali,3,-8,Bali,2,,,7,-9,1894,11,22,1894,0,7,2,2000
623,Tonghak Rebellion,4,740,Japan,1,1,,10,24,1894,11,28,1894,,7,1,-9
623,Tonghak Rebellion,4,730,Korea,1,1,,2,29,1894,11,28,1894,,7,1,-9
623,Tonghak Rebellion,4,-8,Tonghak Society,2,1,,2,29,1894,11,28,1894,,7,2,-9
625,Third Peru,4,135,Peru,1,0,,10,15,1894,3,19,1895,,1,2,-9
625,Third Peru,4,-8,Liberals,2,0,,10,15,1894,3,19,1895,,1,1,-9
403,Portuguese-Gaza Empire,3,235,Portugal,1,,,2,1,1895,12,28,1895,1,4,1,50
403,Portuguese-Gaza Empire,3,-8,Gaza Empire,2,,,2,1,1895,12,28,1895,0,4,2,2000
404,Second Spanish-Cuban,2,230,Spain,1,,,2,24,1895,4,21,1898,0,1,4,59000
404,Second Spanish-Cuban,2,-8,Cuba,2,,,2,24,1895,4,21,1898,1,1,4,20000
405,Japan-Taiwanese,2,740,Japan,1,,,5,29,1895,10,21,1895,0,7,1,4800
405,Japan-Taiwanese,2,-8,Taiwanese,2,,,5,29,1895,10,21,1895,1,7,2,7760
406,Mazrui Rebellion,3,200,United Kingdom,1,,,7,3,1895,4,21,1896,0,4,1,200
406,Mazrui Rebellion,3,-8,Mazrui clan of Kenya,2,,,7,3,1895,4,21,1896,1,4,2,800
407,Second Italian-Ethiopian,3,325,Italy,1,,,12,7,1895,10,21,1896,1,4,2,9000
407,Second Italian-Ethiopian,3,-8,Ethiopia,2,,,12,7,1895,10,21,1896,0,4,1,7000
626,Fifth Colombian,4,100,Colombia,1,0,,1,22,1895,3,15,1895,,1,1,400
626,Fifth Colombian,4,-8,Liberals,2,0,,1,22,1895,3,15,1895,,1,2,800
627,Ecuador Liberals,4,130,Ecuador,1,0,,2,18,1895,9,22,1895,,1,2,900
627,Ecuador Liberals,4,-8,liberal caudillos,2,0,,2,18,1895,9,22,1895,,1,1,100
628,First Gansu Muslim,5,710,China,1,0,,4,-9,1895,4,-9,1896,,7,1,-9
628,First Gansu Muslim,5,-8,Gansu Muslims,2,0,,4,-9,1895,4,-9,1896,,7,2,-9
630,Druze-Turkish,5,640,Ottoman Empire,1,0,,10,-9,1895,-9,-9,1896,,6,1,-9
630,Druze-Turkish,5,-8,Druze,2,0,,10,-9,1895,-9,-9,1896,,6,2,-9
409,Second British-Mahdi,3,200,United Kingdom,1,,,6,7,1896,11,24,1899,1,6,1,1200
409,Second British-Mahdi,3,-8,Mahdist Empire,2,,,6,7,1896,11,24,1899,0,6,2,18000
410,Spanish-Philippine,2,230,Spain,1,,,8,30,1896,5,1,1898,0,7,4,4000
410,Spanish-Philippine,2,-8,Philippines,2,,,8,30,1896,5,1,1898,1,7,4,4000
631,Second Cretan,5,640,Ottoman Empire,1,0,,3,10,1896,2,14,1897,,2,4,-9
631,Second Cretan,5,-8,Cretan Muslims,2,0,,3,10,1896,2,14,1897,,2,4,-9
632,Third Brazil-Canudos,5,140,Brazil,1,0,,10,1,1896,10,5,1897,,1,1,2200
632,Third Brazil-Canudos,5,-8,Canudos,2,0,,10,1,1896,10,5,1897,,1,2,3000
76,Greco-Turkish,1,350,Greece,2,,,2,15,1897,5,19,1897,1,2,2,600
76,Greco-Turkish,1,640,Turkey,1,,,2,15,1897,5,19,1897,0,2,1,1400
411,British-South Nigerian,3,200,United Kingdom,1,,,1,6,1897,2,25,1897,1,4,1,20
411,British-South Nigerian,3,-8,Nigeria,2,,,1,6,1897,2,25,1897,0,4,2,1000
412,British-Pathan,2,200,United Kingdom,1,,,7,26,1897,3,7,1898,0,7,1,1100
412,British-Pathan,2,-8,Pathans,2,,,7,26,1897,3,7,1898,1,7,2,-9
79,Spanish-American,1,230,Spain,2,,,4,22,1898,8,12,1898,0,13,2,775
79,Spanish-American,1,2,United States of America,1,,,4,22,1898,8,12,1898,1,13,1,2910
413,Hut Tax,2,200,United Kingdom,1,,,2,-9,1898,5,-9,1898,0,4,1,400
413,Hut Tax,2,-8,Sierra Leone rebels,2,,,2,-9,1898,5,-9,1898,1,4,2,1600
414,American-Philippine,2,2,United States of America,1,,,2,4,1899,7,4,1902,0,7,1,4500
414,American-Philippine,2,-8,Philippines,2,,,2,4,1899,7,4,1902,1,7,2,16000
415,French Conquest of Chad,3,220,France,1,,,7,17,1899,4,22,1900,1,4,1,125
415,French Conquest of Chad,3,-8,Rabih az-Zubayr,2,,,7,17,1899,4,22,1900,0,4,2,900
416,Second Boer War,3,200,United Kingdom,1,,,10,11,1899,5,31,1902,0,4,1,22000
416,Second Boer War,3,-8,Boer Republics,2,,,10,11,1899,5,31,1902,1,4,2,8800
633,Fourth Venezuelan,4,101,Venezuela,1,0,,5,24,1899,10,22,1899,,1,2,1200
633,Fourth Venezuelan,4,-8,Castro Led Rebels,2,0,,5,24,1899,10,22,1899,,1,1,900
635,Second Yaqui War,5,70,Mexico,1,0,,7,21,1899,1,18,1900,,1,1,100
635,Second Yaqui War,5,-8,Yaqui Indians,2,0,,7,21,1899,1,18,1900,,1,2,1500
636,Sixth Colombian (War of the 1000 Days),4,100,Colombia,1,0,,10,17,1899,11,21,1902,,1,1,47000
636,Sixth Colombian (War of the 1000 Days),4,-8,Liberals,2,0,,10,17,1899,11,21,1902,,1,2,53000
82,Boxer Rebellion,1,365,Russia,1,,,6,17,1900,8,14,1900,1,7,1,302
82,Boxer Rebellion,1,740,Japan,1,,,6,17,1900,8,14,1900,1,7,1,622
82,Boxer Rebellion,1,2,United States of America,1,,,6,17,1900,8,14,1900,1,7,1,21
82,Boxer Rebellion,1,710,China,2,,,6,17,1900,8,14,1900,0,7,2,2000
82,Boxer Rebellion,1,200,United Kingdom,1,,,6,17,1900,8,14,1900,1,7,1,34
82,Boxer Rebellion,1,220,France,1,,,6,17,1900,8,14,1900,1,7,1,24
83,Sino-Russian,1,365,Russia,1,,,7,17,1900,10,10,1900,1,7,1,242
83,Sino-Russian,1,710,China,2,,,7,17,1900,10,10,1900,0,7,2,3758
417,Last Ashanti War,3,200,United Kingdom,1,,,4,2,1900,9,30,1900,0,4,1,1000
417,Last Ashanti War,3,-8,Ashanti,2,,,4,2,1900,9,30,1900,1,4,2,1000
419,Somali Rebellion,2,200,United Kingdom,1,,,3,22,1901,4,21,1904,0,4,1,400
419,Somali Rebellion,2,530,Ethiopia,1,,,3,22,1901,4,21,1904,0,4,1,-9
419,Somali Rebellion,2,-8,Mohammad Abdullah Hassan’s Dervishes,2,,,3,22,1901,4,21,1904,1,4,2,4000
638,Fifth Venezuelan,4,101,Venezuela,1,0,,12,19,1901,7,19,1903,,1,1,1000
638,Fifth Venezuelan,4,-8,Matos Led Rebels,2,0,,12,19,1901,7,19,1903,,1,2,3000
420,Bailundu Revolt,3,235,Portugal,1,,,-9,-9,1902,-9,-9,1903,0,4,1,-9
420,Bailundu Revolt,3,-8,Bailundu of Angola,2,,,-9,-9,1902,-9,-9,1903,1,4,2,-9
421,Kuanhama Rebellion,3,235,Portugal,1,,,-9,-9,1902,-9,-9,1904,0,4,6,2000
421,Kuanhama Rebellion,3,-8,Kuanhama of Angola,2,,,-9,-9,1902,-9,-9,1904,1,4,6,2000
422,British Conquest of Kano & Sokoto,3,200,United Kingdom,1,,,1,29,1903,7,27,1903,1,4,1,-9
422,British Conquest of Kano & Sokoto,3,-8,Kano & Sokoto,2,,,1,29,1903,7,27,1903,0,4,2,1100
640,Ilinden,5,640,Ottoman Empire,1,0,,8,2,1903,11,2,1903,,2,1,5330
640,Ilinden,5,-8,IMRO Rebels,2,0,,8,2,1903,11,2,1903,,2,2,1000
85,Russo-Japanese,1,740,Japan,1,,,2,8,1904,9,15,1905,1,7,1,80378
85,Russo-Japanese,1,365,Russia,2,,,2,8,1904,9,15,1905,0,7,2,71453
423,South West African Revolt,2,255,Germany,1,,,1,12,1904,5,4,1906,0,4,1,1800
423,South West African Revolt,2,-8,Herero & Nama,2,,,1,12,1904,5,4,1906,1,4,2,11000
424,Second Dutch-Achinese,2,210,Netherlands,1,,,-9,-9,1904,12,-9,1907,0,7,1,13000
424,Second Dutch-Achinese,2,-8,Aceh,2,,,-9,-9,1904,12,-9,1907,1,7,2,11200
425,Younghusband Expedition,3,200,United Kingdom,1,,,3,31,1904,9,7,1904,1,7,1,300
