ccode1,ccode2,year,country1,country2
750,616,1965,India,Tunisia
750,616,1975,India,Tunisia
750,616,1980,India,Tunisia
750,616,1985,India,Tunisia
750,616,1990,India,Tunisia
750,616,1995,India,Tunisia
750,616,2000,India,Tunisia
750,616,2005,India,Tunisia
750,620,1955,India,Libya
750,620,1960,India,Libya
750,620,1965,India,Libya
750,620,1975,India,Libya
750,620,1980,India,Libya
750,620,1985,India,Libya
750,620,1990,India,Libya
750,620,1995,India,Libya
750,620,2000,India,Libya
750,620,2005,India,Libya
750,625,1960,India,Sudan
750,625,1965,India,Sudan
750,625,1970,India,Sudan
750,625,1975,India,Sudan
750,625,1980,India,Sudan
750,625,1985,India,Sudan
750,625,1990,India,Sudan
750,625,1995,India,Sudan
750,625,2000,India,Sudan
750,625,2005,India,Sudan
750,630,1950,India,Iran
750,630,1955,India,Iran
750,630,1960,India,Iran
750,630,1965,India,Iran
750,630,1970,India,Iran
750,630,1975,India,Iran
750,630,1980,India,Iran
750,630,1985,India,Iran
750,630,1990,India,Iran
750,630,1995,India,Iran
750,630,2000,India,Iran
750,630,2005,India,Iran
750,640,1950,India,Turkey
750,640,1955,India,Turkey
750,640,1960,India,Turkey
750,640,1965,India,Turkey
750,640,1970,India,Turkey
750,640,1975,India,Turkey
750,640,1980,India,Turkey
750,640,1985,India,Turkey
750,640,1990,India,Turkey
750,640,1995,India,Turkey
750,640,2000,India,Turkey
750,640,2005,India,Turkey
750,645,1950,India,Iraq
750,645,1955,India,Iraq
750,645,1960,India,Iraq
750,645,1965,India,Iraq
750,645,1970,India,Iraq
750,645,1975,India,Iraq
750,645,1980,India,Iraq
750,645,1985,India,Iraq
750,645,1990,India,Iraq
750,645,1995,India,Iraq
750,645,2000,India,Iraq
750,645,2005,India,Iraq
750,651,1950,India,Egypt
750,651,1955,India,Egypt
750,651,1960,India,Egypt
750,651,1965,India,Egypt
750,651,1970,India,Egypt
750,651,1975,India,Egypt
750,651,1980,India,Egypt
750,651,1985,India,Egypt
750,651,1990,India,Egypt
750,651,1995,India,Egypt
750,651,2000,India,Egypt
750,651,2005,India,Egypt
750,652,1955,India,Syria
750,652,1965,India,Syria
750,652,1970,India,Syria
750,652,1975,India,Syria
750,652,1980,India,Syria
750,652,1985,India,Syria
750,652,1990,India,Syria
750,652,1995,India,Syria
750,652,2000,India,Syria
750,652,2005,India,Syria
750,660,1955,India,Lebanon
750,660,1960,India,Lebanon
750,660,1965,India,Lebanon
750,660,1970,India,Lebanon
750,660,1975,India,Lebanon
750,660,1980,India,Lebanon
750,660,1985,India,Lebanon
750,660,1990,India,Lebanon
750,660,1995,India,Lebanon
750,660,2000,India,Lebanon
750,660,2005,India,Lebanon
750,663,1955,India,Jordan
750,663,1960,India,Jordan
750,663,1965,India,Jordan
750,663,1970,India,Jordan
750,663,1975,India,Jordan
750,663,1980,India,Jordan
750,663,1985,India,Jordan
750,663,1990,India,Jordan
750,663,1995,India,Jordan
750,663,2000,India,Jordan
750,663,2005,India,Jordan
750,666,1995,India,Israel
750,666,2000,India,Israel
750,666,2005,India,Israel
750,670,1955,India,Saudi Arabia
750,670,1960,India,Saudi Arabia
750,670,1965,India,Saudi Arabia
750,670,1970,India,Saudi Arabia
750,670,1975,India,Saudi Arabia
750,670,1980,India,Saudi Arabia
750,670,1985,India,Saudi Arabia
750,670,1990,India,Saudi Arabia
750,670,1995,India,Saudi Arabia
750,670,2000,India,Saudi Arabia
750,670,2005,India,Saudi Arabia
750,678,1965,India,Yemen Arab Republic
750,678,1975,India,Yemen Arab Republic
750,678,1980,India,Yemen Arab Republic
750,678,1985,India,Yemen Arab Republic
750,678,1990,India,Yemen Arab Republic
750,679,1990,India,Yemen
750,679,1995,India,Yemen
750,679,2000,India,Yemen
750,679,2005,India,Yemen
750,680,1970,India,Yemen People's Republic
750,680,1975,India,Yemen People's Republic
750,680,1980,India,Yemen People's Republic
750,680,1985,India,Yemen People's Republic
750,680,1990,India,Yemen People's Republic
750,690,1970,India,Kuwait
750,690,1975,India,Kuwait
750,690,1980,India,Kuwait
750,690,1985,India,Kuwait
750,690,1990,India,Kuwait
750,690,1995,India,Kuwait
750,690,2000,India,Kuwait
750,690,2005,India,Kuwait
750,692,1975,India,Bahrain
750,692,1980,India,Bahrain
750,692,1985,India,Bahrain
750,692,1990,India,Bahrain
750,692,1995,India,Bahrain
750,692,2000,India,Bahrain
750,692,2005,India,Bahrain
750,694,1975,India,Qatar
750,694,1980,India,Qatar
750,694,1985,India,Qatar
750,694,1990,India,Qatar
750,694,1995,India,Qatar
750,694,2000,India,Qatar
750,694,2005,India,Qatar
750,696,1975,India,United Arab Emirates
750,696,1980,India,United Arab Emirates
750,696,1985,India,United Arab Emirates
750,696,1990,India,United Arab Emirates
750,696,1995,India,United Arab Emirates
750,696,2000,India,United Arab Emirates
750,696,2005,India,United Arab Emirates
750,698,1975,India,Oman
750,698,1980,India,Oman
750,698,1985,India,Oman
750,698,1990,India,Oman
750,698,1995,India,Oman
750,698,2000,India,Oman
750,698,2005,India,Oman
750,700,1950,India,Afghanistan
750,700,1955,India,Afghanistan
750,700,1960,India,Afghanistan
750,700,1965,India,Afghanistan
750,700,1970,India,Afghanistan
750,700,1975,India,Afghanistan
750,700,1980,India,Afghanistan
750,700,1985,India,Afghanistan
750,700,1990,India,Afghanistan
750,700,1995,India,Afghanistan
750,700,2000,India,Afghanistan
750,700,2005,India,Afghanistan
750,701,2000,India,Turkmenistan
750,701,2005,India,Turkmenistan
750,702,2000,India,Tajikistan
750,702,2005,India,Tajikistan
750,703,1995,India,Kyrgyzstan
750,703,2000,India,Kyrgyzstan
750,703,2005,India,Kyrgyzstan
750,704,1995,India,Uzbekistan
750,704,2000,India,Uzbekistan
750,704,2005,India,Uzbekistan
750,705,1995,India,Kazakhstan
750,705,2000,India,Kazakhstan
750,705,2005,India,Kazakhstan
750,710,1950,India,China
750,710,1955,India,China
750,710,1960,India,China
750,710,1965,India,China
750,710,1970,India,China
750,710,1975,India,China
750,710,1980,India,China
750,710,1985,India,China
750,710,1990,India,China
750,710,1995,India,China
750,710,2000,India,China
750,710,2005,India,China
750,712,1955,India,Mongolia
750,712,1960,India,Mongolia
750,712,1970,India,Mongolia
750,712,1975,India,Mongolia
750,712,1980,India,Mongolia
750,712,1985,India,Mongolia
750,712,1990,India,Mongolia
750,712,1995,India,Mongolia
750,712,2000,India,Mongolia
750,712,2005,India,Mongolia
750,731,1975,India,North Korea
750,731,1980,India,North Korea
750,731,1985,India,North Korea
750,731,1990,India,North Korea
750,731,1995,India,North Korea
750,731,2000,India,North Korea
750,731,2005,India,North Korea
750,732,1975,India,South Korea
750,732,1980,India,South Korea
750,732,1985,India,South Korea
750,732,1990,India,South Korea
750,732,1995,India,South Korea
750,732,2000,India,South Korea
750,732,2005,India,South Korea
750,740,1955,India,Japan
750,740,1960,India,Japan
750,740,1965,India,Japan
750,740,1970,India,Japan
750,740,1975,India,Japan
750,740,1980,India,Japan
750,740,1985,India,Japan
750,740,1990,India,Japan
750,740,1995,India,Japan
750,740,2000,India,Japan
750,740,2005,India,Japan
750,760,1980,India,Bhutan
750,760,1985,India,Bhutan
750,760,1990,India,Bhutan
750,760,1995,India,Bhutan
750,760,2000,India,Bhutan
750,760,2005,India,Bhutan
750,770,1950,India,Pakistan
750,770,1955,India,Pakistan
750,770,1960,India,Pakistan
750,770,1965,India,Pakistan
750,770,1970,India,Pakistan
750,770,1980,India,Pakistan
750,770,1985,India,Pakistan
750,770,1990,India,Pakistan
750,770,1995,India,Pakistan
750,770,2000,India,Pakistan
750,770,2005,India,Pakistan
750,771,1975,India,Bangladesh
750,771,1980,India,Bangladesh
750,771,1985,India,Bangladesh
750,771,1990,India,Bangladesh
750,771,1995,India,Bangladesh
750,771,2000,India,Bangladesh
750,771,2005,India,Bangladesh
750,775,1950,India,Myanmar
750,775,1955,India,Myanmar
750,775,1960,India,Myanmar
750,775,1965,India,Myanmar
750,775,1970,India,Myanmar
750,775,1975,India,Myanmar
750,775,1980,India,Myanmar
750,775,1985,India,Myanmar
750,775,1990,India,Myanmar
750,775,1995,India,Myanmar
750,775,2000,India,Myanmar
750,775,2005,India,Myanmar
750,780,1950,India,Sri Lanka
750,780,1955,India,Sri Lanka
750,780,1960,India,Sri Lanka
750,780,1965,India,Sri Lanka
750,780,1970,India,Sri Lanka
750,780,1975,India,Sri Lanka
750,780,1980,India,Sri Lanka
750,780,1985,India,Sri Lanka
750,780,1990,India,Sri Lanka
750,780,1995,India,Sri Lanka
750,780,2000,India,Sri Lanka
750,780,2005,India,Sri Lanka
750,781,1980,India,Maldives
750,781,1985,India,Maldives
750,781,1990,India,Maldives
750,781,1995,India,Maldives
750,781,2000,India,Maldives
750,781,2005,India,Maldives
750,790,1950,India,Nepal
750,790,1955,India,Nepal
750,790,1960,India,Nepal
750,790,1965,India,Nepal
750,790,1970,India,Nepal
750,790,1975,India,Nepal
750,790,1980,India,Nepal
750,790,1985,India,Nepal
750,790,1990,India,Nepal
750,790,1995,India,Nepal
750,790,2000,India,Nepal
750,790,2005,India,Nepal
750,800,1950,India,Thailand
750,800,1955,India,Thailand
750,800,1960,India,Thailand
750,800,1965,India,Thailand
750,800,1970,India,Thailand
750,800,1975,India,Thailand
750,800,1980,India,Thailand
750,800,1985,India,Thailand
750,800,1990,India,Thailand
750,800,1995,India,Thailand
750,800,2000,India,Thailand
750,800,2005,India,Thailand
750,811,1960,India,Cambodia
750,811,1965,India,Cambodia
750,811,1970,India,Cambodia
750,811,1985,India,Cambodia
750,811,1990,India,Cambodia
750,811,1995,India,Cambodia
750,811,2000,India,Cambodia
750,811,2005,India,Cambodia
750,812,1960,India,Laos
750,812,1965,India,Laos
750,812,1970,India,Laos
750,812,1975,India,Laos
750,812,1980,India,Laos
750,812,1985,India,Laos
750,812,1990,India,Laos
750,812,1995,India,Laos
750,812,2000,India,Laos
750,812,2005,India,Laos
750,816,1970,India,Vietnam
750,816,1975,India,Vietnam
750,816,1980,India,Vietnam
750,816,1985,India,Vietnam
750,816,1990,India,Vietnam
750,816,1995,India,Vietnam
750,816,2000,India,Vietnam
750,816,2005,India,Vietnam
750,820,1960,India,Malaysia
750,820,1965,India,Malaysia
750,820,1970,India,Malaysia
750,820,1975,India,Malaysia
750,820,1980,India,Malaysia
750,820,1985,India,Malaysia
750,820,1990,India,Malaysia
750,820,1995,India,Malaysia
750,820,2000,India,Malaysia
750,820,2005,India,Malaysia
750,830,1970,India,Singapore
750,830,1975,India,Singapore
750,830,1980,India,Singapore
750,830,1985,India,Singapore
750,830,1990,India,Singapore
750,830,1995,India,Singapore
750,830,2000,India,Singapore
750,830,2005,India,Singapore
750,835,1995,India,Brunei
750,835,2000,India,Brunei
750,835,2005,India,Brunei
750,840,1955,India,Philippines
750,840,1960,India,Philippines
750,840,1965,India,Philippines
750,840,1970,India,Philippines
750,840,1975,India,Philippines
750,840,1980,India,Philippines
750,840,1985,India,Philippines
750,840,1990,India,Philippines
750,840,1995,India,Philippines
750,840,2000,India,Philippines
750,840,2005,India,Philippines
750,850,1950,India,Indonesia
750,850,1955,India,Indonesia
750,850,1960,India,Indonesia
750,850,1965,India,Indonesia
750,850,1970,India,Indonesia
750,850,1975,India,Indonesia
750,850,1980,India,Indonesia
750,850,1985,India,Indonesia
750,850,1990,India,Indonesia
750,850,1995,India,Indonesia
750,850,2000,India,Indonesia
750,850,2005,India,Indonesia
750,900,1950,India,Australia
750,900,1955,India,Australia
750,900,1960,India,Australia
750,900,1965,India,Australia
750,900,1970,India,Australia
750,900,1975,India,Australia
750,900,1980,India,Australia
750,900,1985,India,Australia
750,900,1990,India,Australia
750,900,1995,India,Australia
750,900,2000,India,Australia
750,900,2005,India,Australia
750,910,1995,India,Papua New Guinea
750,910,2000,India,Papua New Guinea
750,910,2005,India,Papua New Guinea
750,920,1950,India,New Zealand
750,920,1955,India,New Zealand
750,920,1960,India,New Zealand
750,920,1965,India,New Zealand
750,920,1970,India,New Zealand
750,920,1975,India,New Zealand
750,920,1980,India,New Zealand
750,920,1985,India,New Zealand
750,920,1990,India,New Zealand
750,920,1995,India,New Zealand
750,920,2000,India,New Zealand
750,920,2005,India,New Zealand
750,950,1975,India,Fiji
750,950,1980,India,Fiji
750,950,1985,India,Fiji
750,950,2000,India,Fiji
750,950,2005,India,Fiji
750,990,1980,India,Samoa
760,211,1980,Bhutan,Belgium
760,305,1980,Bhutan,Austria
760,690,1990,Bhutan,Kuwait
760,690,1995,Bhutan,Kuwait
760,690,2000,Bhutan,Kuwait
760,690,2005,Bhutan,Kuwait
760,750,1980,Bhutan,India
760,750,1985,Bhutan,India
760,750,1990,Bhutan,India
760,750,1995,Bhutan,India
760,750,2000,Bhutan,India
760,750,2005,Bhutan,India
760,771,1975,Bhutan,Bangladesh
760,771,1980,Bhutan,Bangladesh
760,771,1985,Bhutan,Bangladesh
760,771,1990,Bhutan,Bangladesh
760,771,1995,Bhutan,Bangladesh
760,771,2000,Bhutan,Bangladesh
760,771,2005,Bhutan,Bangladesh
760,800,2000,Bhutan,Thailand
760,800,2005,Bhutan,Thailand
770,2,1950,Pakistan,United States of America
770,2,1955,Pakistan,United States of America
770,2,1960,Pakistan,United States of America
770,2,1965,Pakistan,United States of America
770,2,1970,Pakistan,United States of America
770,2,1975,Pakistan,United States of America
770,2,1980,Pakistan,United States of America
770,2,1985,Pakistan,United States of America
770,2,1990,Pakistan,United States of America
770,2,1995,Pakistan,United States of America
770,2,2000,Pakistan,United States of America
770,2,2005,Pakistan,United States of America
770,20,1950,Pakistan,Canada
770,20,1955,Pakistan,Canada
770,20,1960,Pakistan,Canada
770,20,1965,Pakistan,Canada
770,20,1970,Pakistan,Canada
770,20,1975,Pakistan,Canada
770,20,1980,Pakistan,Canada
770,20,1985,Pakistan,Canada
770,20,1990,Pakistan,Canada
770,20,1995,Pakistan,Canada
770,20,2000,Pakistan,Canada
770,20,2005,Pakistan,Canada
770,40,1955,Pakistan,Cuba
770,40,1960,Pakistan,Cuba
770,40,1965,Pakistan,Cuba
770,40,1975,Pakistan,Cuba
770,40,1990,Pakistan,Cuba
770,51,1965,Pakistan,Jamaica
770,51,1980,Pakistan,Jamaica
770,52,1980,Pakistan,Trinidad and Tobago
770,70,1955,Pakistan,Mexico
770,70,1960,Pakistan,Mexico
770,70,1965,Pakistan,Mexico
770,70,1970,Pakistan,Mexico
770,70,1975,Pakistan,Mexico
770,70,1980,Pakistan,Mexico
770,70,1985,Pakistan,Mexico
770,70,1990,Pakistan,Mexico
770,70,1995,Pakistan,Mexico
770,70,2000,Pakistan,Mexico
770,70,2005,Pakistan,Mexico
770,93,1980,Pakistan,Nicaragua
770,94,1980,Pakistan,Costa Rica
770,95,1980,Pakistan,Panama
770,100,1975,Pakistan,Colombia
770,100,1980,Pakistan,Colombia
770,101,1965,Pakistan,Venezuela
770,101,1970,Pakistan,Venezuela
770,101,1975,Pakistan,Venezuela
770,101,1980,Pakistan,Venezuela
770,110,1975,Pakistan,Guyana
770,110,1980,Pakistan,Guyana
770,115,1980,Pakistan,Suriname
770,140,1955,Pakistan,Brazil
770,140,1960,Pakistan,Brazil
770,140,1965,Pakistan,Brazil
770,140,1970,Pakistan,Brazil
770,140,1975,Pakistan,Brazil
770,140,1980,Pakistan,Brazil
770,140,1985,Pakistan,Brazil
770,140,1990,Pakistan,Brazil
770,140,1995,Pakistan,Brazil
770,140,2000,Pakistan,Brazil
770,140,2005,Pakistan,Brazil
770,145,1955,Pakistan,Bolivia
770,145,1975,Pakistan,Bolivia
770,145,1980,Pakistan,Bolivia
770,150,1975,Pakistan,Paraguay
770,150,1980,Pakistan,Paraguay
770,155,1955,Pakistan,Chile
770,155,1960,Pakistan,Chile
770,155,1965,Pakistan,Chile
770,155,1970,Pakistan,Chile
770,155,1975,Pakistan,Chile
770,155,1980,Pakistan,Chile
770,155,2005,Pakistan,Chile
770,160,1960,Pakistan,Argentina
770,160,1965,Pakistan,Argentina
770,160,1970,Pakistan,Argentina
770,160,1975,Pakistan,Argentina
770,160,1980,Pakistan,Argentina
770,160,1985,Pakistan,Argentina
770,160,1990,Pakistan,Argentina
770,160,1995,Pakistan,Argentina
770,160,2000,Pakistan,Argentina
770,160,2005,Pakistan,Argentina
770,165,1975,Pakistan,Uruguay
770,165,1980,Pakistan,Uruguay
770,200,1950,Pakistan,United Kingdom
770,200,1955,Pakistan,United Kingdom
770,200,1960,Pakistan,United Kingdom
770,200,1965,Pakistan,United Kingdom
770,200,1970,Pakistan,United Kingdom
770,200,1975,Pakistan,United Kingdom
770,200,1980,Pakistan,United Kingdom
770,200,1985,Pakistan,United Kingdom
770,200,1990,Pakistan,United Kingdom
770,200,1995,Pakistan,United Kingdom
770,200,2000,Pakistan,United Kingdom
770,200,2005,Pakistan,United Kingdom
770,205,1965,Pakistan,Ireland
770,205,1970,Pakistan,Ireland
770,205,1980,Pakistan,Ireland
770,210,1950,Pakistan,Netherlands
770,210,1955,Pakistan,Netherlands
770,210,1960,Pakistan,Netherlands
770,210,1965,Pakistan,Netherlands
770,210,1970,Pakistan,Netherlands
770,210,1975,Pakistan,Netherlands
770,210,1980,Pakistan,Netherlands
770,210,1985,Pakistan,Netherlands
770,210,1990,Pakistan,Netherlands
770,210,1995,Pakistan,Netherlands
770,210,2000,Pakistan,Netherlands
770,210,2005,Pakistan,Netherlands
770,211,1950,Pakistan,Belgium
770,211,1955,Pakistan,Belgium
770,211,1960,Pakistan,Belgium
770,211,1965,Pakistan,Belgium
770,211,1970,Pakistan,Belgium
770,211,1975,Pakistan,Belgium
770,211,1980,Pakistan,Belgium
770,211,1985,Pakistan,Belgium
770,211,1990,Pakistan,Belgium
770,211,1995,Pakistan,Belgium
770,211,2000,Pakistan,Belgium
770,211,2005,Pakistan,Belgium
770,212,1965,Pakistan,Luxembourg
770,212,1970,Pakistan,Luxembourg
770,212,1975,Pakistan,Luxembourg
770,212,1980,Pakistan,Luxembourg
770,220,1950,Pakistan,France
770,220,1955,Pakistan,France
770,220,1960,Pakistan,France
770,220,1965,Pakistan,France
770,220,1970,Pakistan,France
770,220,1975,Pakistan,France
770,220,1980,Pakistan,France
770,220,1985,Pakistan,France
770,220,1990,Pakistan,France
770,220,1995,Pakistan,France
770,220,2000,Pakistan,France
770,220,2005,Pakistan,France
770,225,1950,Pakistan,Switzerland
770,225,1955,Pakistan,Switzerland
770,225,1960,Pakistan,Switzerland
770,225,1965,Pakistan,Switzerland
770,225,1970,Pakistan,Switzerland
770,225,1975,Pakistan,Switzerland
770,225,1980,Pakistan,Switzerland
770,225,1985,Pakistan,Switzerland
770,225,1990,Pakistan,Switzerland
770,225,1995,Pakistan,Switzerland
770,225,2000,Pakistan,Switzerland
770,225,2005,Pakistan,Switzerland
770,230,1955,Pakistan,Spain
770,230,1960,Pakistan,Spain
770,230,1965,Pakistan,Spain
770,230,1970,Pakistan,Spain
770,230,1975,Pakistan,Spain
770,230,1980,Pakistan,Spain
770,230,1985,Pakistan,Spain
770,230,1990,Pakistan,Spain
770,230,1995,Pakistan,Spain
770,230,2000,Pakistan,Spain
770,230,2005,Pakistan,Spain
770,235,1955,Pakistan,Portugal
770,235,1960,Pakistan,Portugal
770,235,1965,Pakistan,Portugal
770,235,1970,Pakistan,Portugal
770,235,1975,Pakistan,Portugal
770,235,1980,Pakistan,Portugal
770,235,1985,Pakistan,Portugal
770,235,1990,Pakistan,Portugal
770,235,1995,Pakistan,Portugal
770,235,2000,Pakistan,Portugal
770,235,2005,Pakistan,Portugal
770,255,1990,Pakistan,Germany
770,255,1995,Pakistan,Germany
770,255,2000,Pakistan,Germany
770,255,2005,Pakistan,Germany
770,260,1955,Pakistan,German Federal Republic
770,260,1960,Pakistan,German Federal Republic
770,260,1965,Pakistan,German Federal Republic
770,260,1970,Pakistan,German Federal Republic
770,260,1975,Pakistan,German Federal Republic
770,260,1980,Pakistan,German Federal Republic
770,260,1985,Pakistan,German Federal Republic
770,265,1975,Pakistan,German Democratic Republic
770,265,1980,Pakistan,German Democratic Republic
770,265,1985,Pakistan,German Democratic Republic
770,290,1955,Pakistan,Poland
770,290,1965,Pakistan,Poland
770,290,1970,Pakistan,Poland
770,290,1975,Pakistan,Poland
770,290,1980,Pakistan,Poland
770,290,1985,Pakistan,Poland
770,290,1990,Pakistan,Poland
770,290,1995,Pakistan,Poland
770,290,2000,Pakistan,Poland
770,290,2005,Pakistan,Poland
770,305,1955,Pakistan,Austria
770,305,1960,Pakistan,Austria
770,305,1965,Pakistan,Austria
770,305,1970,Pakistan,Austria
770,305,1975,Pakistan,Austria
770,305,1980,Pakistan,Austria
770,305,1985,Pakistan,Austria
770,305,1990,Pakistan,Austria
770,305,1995,Pakistan,Austria
770,305,2000,Pakistan,Austria
770,305,2005,Pakistan,Austria
770,310,1955,Pakistan,Hungary
770,310,1975,Pakistan,Hungary
770,310,1980,Pakistan,Hungary
770,310,1985,Pakistan,Hungary
770,310,1990,Pakistan,Hungary
770,310,1995,Pakistan,Hungary
770,310,2000,Pakistan,Hungary
770,310,2005,Pakistan,Hungary
770,315,1955,Pakistan,Czechoslovakia
770,315,1960,Pakistan,Czechoslovakia
770,315,1965,Pakistan,Czechoslovakia
770,315,1970,Pakistan,Czechoslovakia
770,315,1975,Pakistan,Czechoslovakia
770,315,1980,Pakistan,Czechoslovakia
770,315,1985,Pakistan,Czechoslovakia
770,315,1990,Pakistan,Czechoslovakia
770,316,1995,Pakistan,Czech Republic
770,316,2000,Pakistan,Czech Republic
770,316,2005,Pakistan,Czech Republic
770,325,1955,Pakistan,Italy
770,325,1960,Pakistan,Italy
770,325,1965,Pakistan,Italy
770,325,1970,Pakistan,Italy
770,325,1975,Pakistan,Italy
770,325,1980,Pakistan,Italy
770,325,1985,Pakistan,Italy
770,325,1990,Pakistan,Italy
770,325,1995,Pakistan,Italy
770,325,2000,Pakistan,Italy
770,325,2005,Pakistan,Italy
770,338,1975,Pakistan,Malta
770,338,1980,Pakistan,Malta
770,339,1970,Pakistan,Albania
770,339,1975,Pakistan,Albania
770,339,1980,Pakistan,Albania
770,345,1955,Pakistan,Yugoslavia
770,345,1960,Pakistan,Yugoslavia
770,345,1965,Pakistan,Yugoslavia
770,345,1970,Pakistan,Yugoslavia
770,345,1975,Pakistan,Yugoslavia
770,345,1980,Pakistan,Yugoslavia
770,345,1985,Pakistan,Yugoslavia
770,345,1990,Pakistan,Yugoslavia
770,345,1995,Pakistan,Yugoslavia
770,345,2000,Pakistan,Yugoslavia
770,345,2005,Pakistan,Yugoslavia
770,346,2000,Pakistan,Bosnia and Herzegovina
770,346,2005,Pakistan,Bosnia and Herzegovina
770,350,1955,Pakistan,Greece
770,350,1960,Pakistan,Greece
770,350,1965,Pakistan,Greece
770,350,1970,Pakistan,Greece
770,350,1975,Pakistan,Greece
770,350,1980,Pakistan,Greece
770,350,1990,Pakistan,Greece
770,350,1995,Pakistan,Greece
770,350,2000,Pakistan,Greece
770,350,2005,Pakistan,Greece
770,352,1965,Pakistan,Cyprus
770,352,1970,Pakistan,Cyprus
770,352,1975,Pakistan,Cyprus
770,352,1980,Pakistan,Cyprus
770,352,1995,Pakistan,Cyprus
770,355,1975,Pakistan,Bulgaria
770,355,1980,Pakistan,Bulgaria
770,355,1985,Pakistan,Bulgaria
770,355,1990,Pakistan,Bulgaria
770,355,1995,Pakistan,Bulgaria
770,355,2000,Pakistan,Bulgaria
770,355,2005,Pakistan,Bulgaria
770,360,1965,Pakistan,Romania
770,360,1970,Pakistan,Romania
770,360,1975,Pakistan,Romania
770,360,1980,Pakistan,Romania
770,360,1985,Pakistan,Romania
770,360,1990,Pakistan,Romania
770,360,1995,Pakistan,Romania
770,360,2000,Pakistan,Romania
770,360,2005,Pakistan,Romania
770,365,1950,Pakistan,Russia
770,365,1955,Pakistan,Russia
770,365,1960,Pakistan,Russia
770,365,1965,Pakistan,Russia
770,365,1970,Pakistan,Russia
770,365,1975,Pakistan,Russia
770,365,1980,Pakistan,Russia
770,365,1985,Pakistan,Russia
770,365,1990,Pakistan,Russia
770,365,1995,Pakistan,Russia
770,365,2000,Pakistan,Russia
770,365,2005,Pakistan,Russia
770,369,2005,Pakistan,Ukraine
770,373,1995,Pakistan,Azerbaijan
770,373,2000,Pakistan,Azerbaijan
770,373,2005,Pakistan,Azerbaijan
770,375,1955,Pakistan,Finland
770,375,1960,Pakistan,Finland
770,375,1965,Pakistan,Finland
770,375,1970,Pakistan,Finland
770,375,1975,Pakistan,Finland
770,375,1980,Pakistan,Finland
770,375,2005,Pakistan,Finland
770,380,1955,Pakistan,Sweden
770,380,1960,Pakistan,Sweden
770,380,1965,Pakistan,Sweden
770,380,1970,Pakistan,Sweden
770,380,1975,Pakistan,Sweden
770,380,1980,Pakistan,Sweden
770,380,1985,Pakistan,Sweden
770,380,1990,Pakistan,Sweden
770,380,1995,Pakistan,Sweden
770,380,2000,Pakistan,Sweden
770,380,2005,Pakistan,Sweden
770,385,1950,Pakistan,Norway
770,385,1955,Pakistan,Norway
770,385,1960,Pakistan,Norway
770,385,1965,Pakistan,Norway
770,385,1970,Pakistan,Norway
770,385,1975,Pakistan,Norway
770,385,1980,Pakistan,Norway
770,385,1995,Pakistan,Norway
770,385,2000,Pakistan,Norway
770,385,2005,Pakistan,Norway
770,390,1950,Pakistan,Denmark
770,390,1955,Pakistan,Denmark
770,390,1960,Pakistan,Denmark
770,390,1965,Pakistan,Denmark
770,390,1970,Pakistan,Denmark
770,390,1975,Pakistan,Denmark
770,390,1980,Pakistan,Denmark
770,390,1985,Pakistan,Denmark
770,390,1990,Pakistan,Denmark
770,390,1995,Pakistan,Denmark
770,390,2000,Pakistan,Denmark
770,390,2005,Pakistan,Denmark
770,420,1975,Pakistan,Gambia
770,420,1980,Pakistan,Gambia
770,432,1965,Pakistan,Mali
770,432,1980,Pakistan,Mali
770,433,1970,Pakistan,Senegal
770,433,1975,Pakistan,Senegal
770,433,1980,Pakistan,Senegal
770,433,1985,Pakistan,Senegal
770,433,1990,Pakistan,Senegal
770,433,1995,Pakistan,Senegal
770,433,2000,Pakistan,Senegal
770,433,2005,Pakistan,Senegal
770,434,1965,Pakistan,Benin
770,434,1975,Pakistan,Benin
770,434,1980,Pakistan,Benin
770,435,1980,Pakistan,Mauritania
770,436,1965,Pakistan,Niger
770,436,1975,Pakistan,Niger
770,436,1980,Pakistan,Niger
770,436,1985,Pakistan,Niger
770,436,1990,Pakistan,Niger
770,436,1995,Pakistan,Niger
770,436,2000,Pakistan,Niger
770,436,2005,Pakistan,Niger
770,437,1975,Pakistan,Ivory Coast
770,437,1980,Pakistan,Ivory Coast
770,438,1965,Pakistan,Guinea
770,438,1975,Pakistan,Guinea
770,438,1980,Pakistan,Guinea
770,439,1980,Pakistan,Burkina Faso
770,450,1955,Pakistan,Liberia
770,450,1980,Pakistan,Liberia
770,451,1965,Pakistan,Sierra Leone
770,451,1980,Pakistan,Sierra Leone
770,452,1960,Pakistan,Ghana
770,452,1965,Pakistan,Ghana
770,452,1970,Pakistan,Ghana
770,452,1975,Pakistan,Ghana
770,452,1980,Pakistan,Ghana
770,452,1985,Pakistan,Ghana
770,452,1990,Pakistan,Ghana
770,452,1995,Pakistan,Ghana
770,452,2000,Pakistan,Ghana
770,461,1965,Pakistan,Togo
770,461,1975,Pakistan,Togo
770,461,1980,Pakistan,Togo
770,471,1965,Pakistan,Cameroon
770,471,1975,Pakistan,Cameroon
770,471,1980,Pakistan,Cameroon
770,475,1965,Pakistan,Nigeria
770,475,1970,Pakistan,Nigeria
770,475,1975,Pakistan,Nigeria
770,475,1980,Pakistan,Nigeria
770,475,1985,Pakistan,Nigeria
770,475,1990,Pakistan,Nigeria
770,475,1995,Pakistan,Nigeria
